"Name","Quantification","R.T. (s)","UniqueMass","IntegrationBegin","IntegrationEnd","Match","Quant Masses","Quant S/N","Area","BaselineModified","Retention Index","S/N"
"#Citrate_275_heavy","#Citrate_273_light","1398","273","1393.8,4667","1404.8,5705","857","273","2369.5","6642098","","1815.8","2370.4"
"#Citrate_275_heavy","#Citrate_275_heavy","1398","273","1395.2,4599","1403.4,4843","869","275","197.59","582079","","1815.8","2370.4"
"#Fumarate_247_heavy","#Fumarate_245_light","902.8","245","899.8,4182","911,4491","876","245","472.41","2027256","","1364.5","472.41"
"#Fumarate_247_heavy","#Fumarate_247_heavy","902.8","245","900.2,4354","906.6,4377","861","247","39.380","152245","","1364.5","472.41"
"#Malate_247_heavy","#Malate_245_light","1070","233","1065.8,4987","1074.2,5305","955","245","418.76","1538064","","1488.0","657.24"
"#Malate_247_heavy","#Malate_247_heavy","1070","233","1067.4,4779","1073.6,4823","960","247","48.549","173744","","1488.0","657.24"
"#Sorbitol_319_light/20190831_TO_MG_HeLa_Labeltest_Agilent","#Sorbitol_319_light","","","","","500","319","","","","",""
"#Sorbitol_323","#Sorbitol_319","1491.8","235","1491.2,2011248","1495.6,1633338","843","319","525.82","2214425","","1929.0","40.017"
"#Sorbitol_323","#Sorbitol_323","1491.8","235","1491,15922","1494.6,13895","843","323","12.063","27716","","1929.0","40.017"
"#Sorbitol_323_heavy/20190831_TO_MG_HeLa_Labeltest_Agilent","#Sorbitol_323_heavy","","","","","500","323","","","","",""
"#Succinate_247_light","#Succinate_247_light","852.8","247","849.8,4701","855.4,4603","850","247","37.875","132245","","1327.6","37.583"
"#Succinate_247_light","#Succinate_249_heavy","852.8","247","851.2,6997","856,5256","917","249","6.8892","19855","","1327.6","37.583"
"Unknown 1","","350.4","79","","","","","","","","980.12","164.78"
"Unknown 10","","385.2","117","","","","","","","","1003.3","43.199"
"Unknown 100","","1086.4","84","","","","","","","","1500.2","1013.4"
"Unknown 101","","1091.2","159","","","","","","","","1504.8","329.68"
"Unknown 102","","1092.8","205","","","","","","","","1506.4","134.01"
"Unknown 103","","1097.8","195","","","","","","","","1511.2","118.73"
"Unknown 104","","1098.4","147","","","","","","","","1511.7","106.01"
"Unknown 105","","1102","176","","","","","","","","1515.2","1611.2"
"Unknown 106","","1105.4","258","","","","","","","","1518.5","10106"
"Unknown 107","","1106.8","187","","","","","","","","1519.8","65.180"
"Unknown 108","","1108.4","232","","","","","","","","1521.4","3751.9"
"Unknown 109","","1109","240","","","","","","","","1521.9","122.80"
"Unknown 11","","388.2","71","","","","","","","","1005.3","90.783"
"Unknown 110","","1112.8","140","","","","","","","","1525.6","498.61"
"Unknown 111","","1121.8","71","","","","","","","","1534.3","55.866"
"Unknown 112","","1124","185","","","","","","","","1536.4","75.000"
"Unknown 113","","1124.6","174","","","","","","","","1537.0","527.75"
"Unknown 114","","1126.6","173","","","","","","","","1538.9","129.42"
"Unknown 115","","1132","134","","","","","","","","1544.1","319.38"
"Unknown 116","","1133.2","70","","","","","","","","1545.2","20.747"
"Unknown 117","","1139.6","161","","","","","","","","1551.4","2841.4"
"Unknown 118","","1140","120","","","","","","","","1551.8","1497.2"
"Unknown 119","","1145.6","218","","","","","","","","1557.2","955.31"
"Unknown 12","","403.4","153","","","","","","","","1015.5","82.034"
"Unknown 120","","1146.4","202","","","","","","","","1557.9","65.155"
"Unknown 121","","1153.2","299","","","","","","","","1564.5","55.615"
"Unknown 122","","1162","148","","","","","","","","1573.0","3664.9"
"Unknown 123","","1164","147","","","","","","","","1574.9","594.27"
"Unknown 124","","1164.4","202","","","","","","","","1575.3","72.107"
"Unknown 125","","1165.2","276","","","","","","","","1576.0","96.417"
"Unknown 126","","1165.4","221","","","","","","","","1576.2","41.026"
"Unknown 127","","1169.2","198","","","","","","","","1579.9","205.76"
"Unknown 128","","1169.6","110","","","","","","","","1580.3","67.019"
"Unknown 129","","1173.4","147","","","","","","","","1583.9","137.77"
"Unknown 13","","430.8","152","","","","","","","","1033.8","639.76"
"Unknown 130","","1174.2","186","","","","","","","","1584.7","864.66"
"Unknown 131","","1175.6","147","","","","","","","","1586.0","104.92"
"Unknown 132","","1178.4","147","","","","","","","","1588.7","252.78"
"Unknown 133","","1178.6","127","","","","","","","","1588.9","65.244"
"Unknown 134","","1185.2","147","","","","","","","","1595.3","77.740"
"Unknown 135","","1189.8","188","","","","","","","","1599.7","549.51"
"Unknown 136","","1191.4","211","","","","","","","","1601.3","987.08"
"Unknown 137","","1194.2","71","","","","","","","","1603.9","82.004"
"Unknown 138","","1197.2","116","","","","","","","","1606.8","226.16"
"Unknown 139","","1198","274","","","","","","","","1607.6","53.784"
"Unknown 14","","452.2","175","","","","","","","","1048.0","24.818"
"Unknown 140","","1199.4","117","","","","","","","","1609.0","70.103"
"Unknown 141","","1202","299","","","","","","","","1611.5","1464.3"
"Unknown 142","","1203.2","217","","","","","","","","1612.6","70.306"
"Unknown 143","","1204.2","299","","","","","","","","1613.6","323.38"
"Unknown 144","","1212.2","116","","","","","","","","1621.3","61.540"
"Unknown 145","","1214.6","246","","","","","","","","1623.6","764.25"
"Unknown 146","","1216.8","299","","","","","","","","1625.7","441.10"
"Unknown 147","","1217.8","218","","","","","","","","1626.7","1445.8"
"Unknown 148","","1220.6","174","","","","","","","","1629.4","77.401"
"Unknown 149","","1245","147","","","","","","","","1652.8","132.35"
"Unknown 15","","460","130","","","","","","","","1053.2","60.208"
"Unknown 150","","1246.8","217","","","","","","","","1654.6","367.14"
"Unknown 151","","1248.4","299","","","","","","","","1656.1","88.047"
"Unknown 152","","1250.2","158","","","","","","","","1657.8","426.04"
"Unknown 153","","1251.4","147","","","","","","","","1659.0","297.44"
"Unknown 154","","1259.8","140","","","","","","","","1667.1","133.04"
"Unknown 155","","1265.4","215","","","","","","","","1672.5","572.93"
"Unknown 156","","1265.8","205","","","","","","","","1672.9","52.507"
"Unknown 157","","1267","127","","","","","","","","1674.0","91.961"
"Unknown 158","","1274.6","238","","","","","","","","1681.3","32.196"
"Unknown 159","","1283","277","","","","","","","","1689.4","466.44"
"Unknown 16","","464.8","117","","","","","","","","1056.4","3937.9"
"Unknown 160","","1285","266","","","","","","","","1691.3","55.395"
"Unknown 161","","1289.6","319","","","","","","","","1695.8","49.944"
"Unknown 162","","1291","123","","","","","","","","1697.1","367.22"
"Unknown 163","","1291.8","147","","","","","","","","1697.9","52.173"
"Unknown 164","","1293.6","71","","","","","","","","1699.6","3102.7"
"Unknown 165","","1300.2","246","","","","","","","","1706.9","62.824"
"Unknown 166","","1302.2","160","","","","","","","","1709.1","68.972"
"Unknown 167","","1304","242","","","","","","","","1711.1","70.824"
"Unknown 168","","1305.2","147","","","","","","","","1712.5","122.54"
"Unknown 169","","1313.2","160","","","","","","","","1721.4","41.734"
"Unknown 17","","474.8","169","","","","","","","","1063.1","55.161"
"Unknown 170","","1314","147","","","","","","","","1722.3","210.89"
"Unknown 171","","1316.2","217","","","","","","","","1724.7","74.068"
"Unknown 172","","1321.2","147","","","","","","","","1730.3","69.245"
"Unknown 173","","1324.4","174","","","","","","","","1733.9","1616.6"
"Unknown 174","","1329.4","217","","","","","","","","1739.4","404.16"
"Unknown 175","","1338.2","299","","","","","","","","1749.2","81.610"
"Unknown 176","","1339.2","205","","","","","","","","1750.3","85.770"
"Unknown 177","","1340","174","","","","","","","","1751.2","53.220"
"Unknown 178","","1341.8","147","","","","","","","","1753.2","184.11"
"Unknown 179","","1350.4","299","","","","","","","","1762.8","149.35"
"Unknown 18","","475","92","","","","","","","","1063.2","86.968"
"Unknown 180","","1354.2","217","","","","","","","","1767.0","848.43"
"Unknown 181","","1359.4","147","","","","","","","","1772.8","112.76"
"Unknown 182","","1361.4","215","","","","","","","","1775.1","1212.7"
"Unknown 183","","1364","299","","","","","","","","1778.0","45.087"
"Unknown 184","","1365.4","217","","","","","","","","1779.5","102.87"
"Unknown 185","","1371.8","147","","","","","","","","1786.6","74.194"
"Unknown 186","","1372.4","217","","","","","","","","1787.3","1374.1"
"Unknown 187","","1392.4","76","","","","","","","","1809.6","56.851"
"Unknown 188","","1397.6","217","","","","","","","","1815.4","73.914"
"Unknown 189","","1402.4","205","","","","","","","","1820.7","51.925"
"Unknown 19","","477.4","76","","","","","","","","1064.8","98.355"
"Unknown 190","","1405.2","247","","","","","","","","1823.8","164.92"
"Unknown 191","","1406.4","160","","","","","","","","1825.2","239.54"
"Unknown 192","","1409","226","","","","","","","","1828.1","677.70"
"Unknown 193","","1413.2","174","","","","","","","","1832.7","294.99"
"Unknown 194","","1417.4","226","","","","","","","","1837.4","219.52"
"Unknown 195","","1420.2","156","","","","","","","","1840.5","206.39"
"Unknown 196","","1424.4","103","","","","","","","","1845.2","1356.6"
"Unknown 197","","1428.6","285","","","","","","","","1849.9","56.333"
"Unknown 198","","1428.8","186","","","","","","","","1850.1","249.83"
"Unknown 199","","1429.4","200","","","","","","","","1850.8","488.99"
"Unknown 2","","350.6","163","","","","","","","","980.25","257.77"
"Unknown 20","","484.2","173","","","","","","","","1069.4","52.013"
"Unknown 200","","1432.6","235","","","","","","","","1854.3","53.266"
"Unknown 201","","1436.6","158","","","","","","","","1858.8","237.37"
"Unknown 202","","1438.6","217","","","","","","","","1861.0","1601.9"
"Unknown 203","","1439.2","156","","","","","","","","1861.7","111.95"
"Unknown 204","","1445.6","161","","","","","","","","1868.8","37.427"
"Unknown 205","","1446.6","73","","","","","","","","1869.9","99.522"
"Unknown 206","","1447","264","","","","","","","","1870.4","131.40"
"Unknown 207","","1448.4","202","","","","","","","","1871.9","27.322"
"Unknown 208","","1458.4","78","","","","","","","","1883.1","84.774"
"Unknown 209","","1459.2","165","","","","","","","","1884.0","167.79"
"Unknown 21","","509.8","72","","","","","","","","1086.5","835.21"
"Unknown 210","","1459.6","78","","","","","","","","1884.4","47.830"
"Unknown 211","","1460","179","","","","","","","","1884.9","4014.3"
"Unknown 212","","1461.8","79","","","","","","","","1886.9","40.612"
"Unknown 213","","1468.6","554","","","","","","","","1894.4","1555.1"
"Unknown 214","","1469.6","78","","","","","","","","1895.5","277.99"
"Unknown 215","","1475","71","","","","","","","","1902.2","3307.8"
"Unknown 216","","1475.4","84","","","","","","","","1902.9","1412.3"
"Unknown 217","","1479.4","233","","","","","","","","1909.2","18730"
"Unknown 218","","1480","94","","","","","","","","1910.2","398.64"
"Unknown 219","","1480.4","78","","","","","","","","1910.8","197.98"
"Unknown 22","","520.4","116","","","","","","","","1093.5","59.910"
"Unknown 220","","1487.8","273","","","","","","","","1922.6","52.051"
"Unknown 221","","1490.2","421","","","","","","","","1926.4","25.120"
"Unknown 222","","1499.6","109","","","","","","","","1941.4","84.191"
"Unknown 223","","1509.6","361","","","","","","","","1957.3","4257.7"
"Unknown 224","","1514.4","71","","","","","","","","1964.9","302.36"
"Unknown 225","","1516.6","361","","","","","","","","1968.4","67.335"
"Unknown 226","","1518.2","164","","","","","","","","1970.9","60.292"
"Unknown 227","","1522.4","156","","","","","","","","1977.6","220.49"
"Unknown 228","","1523.4","191","","","","","","","","1979.2","11533"
"Unknown 229","","1529.2","87","","","","","","","","1988.4","35.530"
"Unknown 23","","523.4","71","","","","","","","","1095.5","62.352"
"Unknown 230","","1529.8","169","","","","","","","","1989.4","40.707"
"Unknown 231","","1530","196","","","","","","","","1989.7","84.636"
"Unknown 232","","1534.4","333","","","","","","","","1996.7","89.349"
"Unknown 233","","1535","159","","","","","","","","1997.7","191.44"
"Unknown 234","","1538.8","174","","","","","","","","2003.7","85.221"
"Unknown 235","","1545.4","88","","","","","","","","2014.2","202.47"
"Unknown 236","","1552.6","181","","","","","","","","2025.7","74.473"
"Unknown 237","","1553.4","299","","","","","","","","2026.9","54.532"
"Unknown 238","","1555.4","220","","","","","","","","2030.1","27584"
"Unknown 239","","1555.6","84","","","","","","","","2030.4","1102.9"
"Unknown 24","","529.2","204","","","","","","","","1099.4","50.652"
"Unknown 240","","1565.2","299","","","","","","","","2045.7","16.208"
"Unknown 241","","1566","87","","","","","","","","2047.0","43.848"
"Unknown 242","","1566.2","179","","","","","","","","2047.3","78.508"
"Unknown 243","","1570.6","148","","","","","","","","2054.3","69.041"
"Unknown 244","","1571.2","203","","","","","","","","2055.2","215.64"
"Unknown 245","","1573","313","","","","","","","","2058.1","1532.7"
"Unknown 246","","1574.4","87","","","","","","","","2060.3","35.624"
"Unknown 247","","1590.8","204","","","","","","","","2086.4","19939"
"Unknown 248","","1591.6","305","","","","","","","","2087.7","2171.3"
"Unknown 249","","1599.6","147","","","","","","","","2100.4","150.35"
"Unknown 25","","530.8","116","","","","","","","","1100.5","2711.7"
"Unknown 250","","1602.6","147","","","","","","","","2105.2","52.885"
"Unknown 251","","1605","112","","","","","","","","2109.0","803.40"
"Unknown 252","","1607.4","147","","","","","","","","2112.8","172.27"
