"Name","Quantification","R.T. (s)","UniqueMass","IntegrationBegin","IntegrationEnd","Match","Quant Masses","Quant S/N","Area","BaselineModified","Retention Index","S/N"
"#Citrate_273_light","#Citrate_273_light","1400.4","273","1397.8,4962","1405.6,5054","506","273","59.419","269117","BaselineModified","1818.5","59.518"
"#Citrate_273_light","#Citrate_275_heavy","1400.4","273","1398.8,4560","1405.4,4743","559","275","5.1645","21887","BaselineModified","1818.5","59.518"
"#Fumarate_247_heavy","#Fumarate_245_light","902.8","245","899.8,4606","907.6,4680","896","245","790.00","1845293","","1364.5","781.22"
"#Fumarate_247_heavy","#Fumarate_247_heavy","902.8","245","900,4397","905.2,4695","896","247","63.751","140529","","1364.5","781.22"
"#Malate_245_light","#Malate_245_light","1068","233","1064.8,4658","1072.6,4720","976","245","616.22","1593998","","1486.6","967.76"
"#Malate_245_light","#Malate_247_heavy","1068","233","1065.2,4610","1071.6,4542","984","247","72.341","186485","","1486.6","967.76"
"#Sorbitol_319_light/20190831_TO_MG_HeLa_Labeltest_Agilent","#Sorbitol_319_light","","","","","500","319","","","","",""
"#Sorbitol_323_heavy/20190831_TO_MG_HeLa_Labeltest_Agilent","#Sorbitol_323_heavy","","","","","500","323","","","","",""
"#Succinate_247_light","#Succinate_247_light","854.2","247","851.8,4255","857,4555","893","247","53.719","138262","","1328.7","52.807"
"#Succinate_247_light","#Succinate_249_heavy","854.2","247","852.2,5034","854.8,5046","872","249","5.4933","14681","","1328.7","52.807"
"Unknown 1","","351","77","","","","","","","","980.52","261.14"
"Unknown 10","","373.8","117","","","","","","","","995.73","155.01"
"Unknown 100","","973.2","122","","","","","","","","1416.5","125.01"
"Unknown 101","","980.8","221","","","","","","","","1422.2","45.077"
"Unknown 102","","984.6","234","","","","","","","","1425.0","82.421"
"Unknown 103","","997","104","","","","","","","","1434.1","817.59"
"Unknown 104","","998.2","83","","","","","","","","1435.0","107.63"
"Unknown 105","","1001.6","248","","","","","","","","1437.5","294.40"
"Unknown 106","","1005.6","160","","","","","","","","1440.5","98.470"
"Unknown 107","","1012.2","243","","","","","","","","1445.3","101.74"
"Unknown 108","","1020.4","217","","","","","","","","1451.4","166.22"
"Unknown 109","","1047.6","71","","","","","","","","1471.5","2616.7"
"Unknown 11","","380","83","","","","","","","","999.87","95.294"
"Unknown 110","","1048.8","218","","","","","","","","1472.4","175.88"
"Unknown 111","","1063.6","179","","","","","","","","1483.3","1078.0"
"Unknown 112","","1075.4","163","","","","","","","","1492.0","381.49"
"Unknown 113","","1079.6","188","","","","","","","","1495.1","109.01"
"Unknown 114","","1080.2","230","","","","","","","","1495.6","383.28"
"Unknown 115","","1085.2","71","","","","","","","","1499.3","4955.0"
"Unknown 116","","1087.4","84","","","","","","","","1501.2","8244.4"
"Unknown 117","","1089.8","143","","","","","","","","1503.5","224.56"
"Unknown 118","","1090.4","174","","","","","","","","1504.0","54.088"
"Unknown 119","","1092.6","176","","","","","","","","1506.2","68.303"
"Unknown 12","","411","104","","","","","","","","1020.5","64.437"
"Unknown 120","","1093","205","","","","","","","","1506.5","422.27"
"Unknown 121","","1097.4","195","","","","","","","","1510.8","107.83"
"Unknown 122","","1100.6","176","","","","","","","","1513.9","999.53"
"Unknown 123","","1105","157","","","","","","","","1518.1","21993"
"Unknown 124","","1105.4","187","","","","","","","","1518.5","115.31"
"Unknown 125","","1109.4","218","","","","","","","","1522.3","96.346"
"Unknown 126","","1114.2","140","","","","","","","","1526.9","75.378"
"Unknown 127","","1117.8","174","","","","","","","","1530.4","62.370"
"Unknown 128","","1122.2","174","","","","","","","","1534.6","997.25"
"Unknown 129","","1123.8","185","","","","","","","","1536.2","87.258"
"Unknown 13","","428.4","73","","","","","","","","1032.2","13.766"
"Unknown 130","","1127.4","97","","","","","","","","1539.7","103.27"
"Unknown 131","","1131.8","134","","","","","","","","1543.9","403.80"
"Unknown 132","","1136.6","120","","","","","","","","1548.5","8969.3"
"Unknown 133","","1139.4","205","","","","","","","","1551.2","6808.0"
"Unknown 134","","1146.8","218","","","","","","","","1558.3","247.03"
"Unknown 135","","1147.2","202","","","","","","","","1558.7","87.767"
"Unknown 136","","1164.6","202","","","","","","","","1575.5","67.065"
"Unknown 137","","1166.2","276","","","","","","","","1577.0","129.03"
"Unknown 138","","1169.4","198","","","","","","","","1580.1","191.92"
"Unknown 139","","1170.6","129","","","","","","","","1581.2","75.489"
"Unknown 14","","430.6","153","","","","","","","","1033.6","57.118"
"Unknown 140","","1174.6","142","","","","","","","","1585.1","264.45"
"Unknown 141","","1185.2","71","","","","","","","","1595.3","221.18"
"Unknown 142","","1190","188","","","","","","","","1599.9","637.46"
"Unknown 143","","1191.6","211","","","","","","","","1601.4","1537.6"
"Unknown 144","","1194.4","71","","","","","","","","1604.1","240.29"
"Unknown 145","","1214.6","246","","","","","","","","1623.6","53.902"
"Unknown 146","","1217.2","218","","","","","","","","1626.1","341.89"
"Unknown 147","","1221.4","174","","","","","","","","1630.1","113.24"
"Unknown 148","","1230.8","211","","","","","","","","1639.2","68.580"
"Unknown 149","","1250.6","158","","","","","","","","1658.2","333.77"
"Unknown 15","","437.4","181","","","","","","","","1038.2","53.479"
"Unknown 150","","1255.4","158","","","","","","","","1662.8","133.66"
"Unknown 151","","1260.2","140","","","","","","","","1667.5","65.604"
"Unknown 152","","1275","215","","","","","","","","1681.7","68.124"
"Unknown 153","","1283.2","277","","","","","","","","1689.6","611.13"
"Unknown 154","","1285.2","266","","","","","","","","1691.5","113.39"
"Unknown 155","","1291.2","123","","","","","","","","1697.3","567.47"
"Unknown 156","","1293.6","71","","","","","","","","1699.6","5305.6"
"Unknown 157","","1295","204","","","","","","","","1701.1","51.920"
"Unknown 158","","1304.4","242","","","","","","","","1711.6","177.65"
"Unknown 159","","1320.2","215","","","","","","","","1729.2","182.17"
"Unknown 16","","454","174","","","","","","","","1049.2","374.73"
"Unknown 160","","1321.2","197","","","","","","","","1730.3","49.425"
"Unknown 161","","1326","174","","","","","","","","1735.6","672.87"
"Unknown 162","","1330.2","217","","","","","","","","1740.3","435.87"
"Unknown 163","","1337.2","162","","","","","","","","1748.1","80.177"
"Unknown 164","","1342.4","205","","","","","","","","1753.9","78.126"
"Unknown 165","","1351.4","153","","","","","","","","1763.9","65.800"
"Unknown 166","","1354.4","299","","","","","","","","1767.3","249.22"
"Unknown 167","","1358","217","","","","","","","","1771.3","793.46"
"Unknown 168","","1373.2","161","","","","","","","","1788.2","87.342"
"Unknown 169","","1375","217","","","","","","","","1790.2","297.89"
"Unknown 17","","461","115","","","","","","","","1053.9","108.76"
"Unknown 170","","1383.2","161","","","","","","","","1799.3","88.283"
"Unknown 171","","1387.4","71","","","","","","","","1804.0","80.566"
"Unknown 172","","1408","160","","","","","","","","1826.9","457.56"
"Unknown 173","","1410.8","217","","","","","","","","1830.1","824.52"
"Unknown 174","","1415","160","","","","","","","","1834.7","50.772"
"Unknown 175","","1418.8","226","","","","","","","","1839.0","218.54"
"Unknown 176","","1420.6","235","","","","","","","","1841.0","1244.7"
"Unknown 177","","1425.2","186","","","","","","","","1846.1","1972.5"
"Unknown 178","","1429.4","285","","","","","","","","1850.8","52.559"
"Unknown 179","","1434.4","214","","","","","","","","1856.3","60.631"
"Unknown 18","","462","165","","","","","","","","1054.6","64.341"
"Unknown 180","","1438.8","319","","","","","","","","1861.2","249.59"
"Unknown 181","","1439.2","307","","","","","","","","1861.7","690.34"
"Unknown 182","","1439.6","156","","","","","","","","1862.1","149.95"
"Unknown 183","","1442.6","319","","","","","","","","1865.5","90.340"
"Unknown 184","","1451.2","319","","","","","","","","1875.1","340.43"
"Unknown 185","","1451.6","277","","","","","","","","1875.5","118.27"
"Unknown 186","","1452","247","","","","","","","","1875.9","4282.8"
"Unknown 187","","1458.6","78","","","","","","","","1883.3","110.28"
"Unknown 188","","1460","358","","","","","","","","1884.9","550.15"
"Unknown 189","","1461.8","179","","","","","","","","1886.9","1998.1"
"Unknown 19","","466.2","79","","","","","","","","1057.4","26.514"
"Unknown 190","","1462.2","79","","","","","","","","1887.3","80.257"
"Unknown 191","","1469.4","309","","","","","","","","1895.3","1617.9"
"Unknown 192","","1470.4","555","","","","","","","","1896.4","1657.0"
"Unknown 193","","1471.4","78","","","","","","","","1897.6","450.12"
"Unknown 194","","1473.6","179","","","","","","","","1900.0","2013.2"
"Unknown 195","","1475.4","71","","","","","","","","1902.9","4843.6"
"Unknown 196","","1479.8","321","","","","","","","","1909.9","31309"
"Unknown 197","","1480.8","277","","","","","","","","1911.5","12693"
"Unknown 198","","1481.4","80","","","","","","","","1912.4","104.13"
"Unknown 199","","1481.8","78","","","","","","","","1913.0","309.69"
"Unknown 2","","351.2","221","","","","","","","","980.65","454.01"
"Unknown 20","","467.2","101","","","","","","","","1058.0","385.36"
"Unknown 200","","1484","281","","","","","","","","1916.5","80.794"
"Unknown 201","","1491.8","331","","","","","","","","1929.0","51.996"
"Unknown 202","","1502.2","109","","","","","","","","1945.5","73.657"
"Unknown 203","","1503.2","112","","","","","","","","1947.1","65.709"
"Unknown 204","","1506.6","361","","","","","","","","1952.5","64.137"
"Unknown 205","","1511","361","","","","","","","","1959.5","1287.0"
"Unknown 206","","1515.4","71","","","","","","","","1966.5","153.66"
"Unknown 207","","1516.4","243","","","","","","","","1968.1","40.376"
"Unknown 208","","1518.4","136","","","","","","","","1971.3","89.584"
"Unknown 209","","1524.2","204","","","","","","","","1980.5","24692"
"Unknown 21","","473.2","165","","","","","","","","1062.0","76.783"
"Unknown 210","","1524.8","234","","","","","","","","1981.4","48.401"
"Unknown 211","","1535.6","247","","","","","","","","1998.6","136.85"
"Unknown 212","","1537.4","333","","","","","","","","2001.5","51.701"
"Unknown 213","","1546.2","88","","","","","","","","2015.5","321.86"
"Unknown 214","","1555.8","220","","","","","","","","2030.8","16555"
"Unknown 215","","1556","84","","","","","","","","2031.1","937.34"
"Unknown 216","","1568.8","171","","","","","","","","2051.4","19.397"
"Unknown 217","","1571.8","203","","","","","","","","2056.2","248.33"
"Unknown 218","","1573.2","132","","","","","","","","2058.4","1545.4"
"Unknown 219","","1591.4","204","","","","","","","","2087.4","16963"
"Unknown 22","","479.6","208","","","","","","","","1066.3","19.721"
"Unknown 220","","1592.2","305","","","","","","","","2088.7","2786.3"
"Unknown 221","","1605.4","112","","","","","","","","2109.7","1004.3"
"Unknown 222","","1623","151","","","","","","","","2137.6","118.58"
"Unknown 223","","1625.6","156","","","","","","","","2141.8","78.259"
"Unknown 224","","1629.6","319","","","","","","","","2148.1","75.233"
"Unknown 225","","1645","213","","","","","","","","2172.6","320.93"
"Unknown 226","","1653.4","167","","","","","","","","2186.0","7609.1"
"Unknown 227","","1657.4","181","","","","","","","","2192.4","172.14"
"Unknown 228","","1657.8","355","","","","","","","","2193.0","105.67"
"Unknown 229","","1660.8","235","","","","","","","","2197.8","109.43"
"Unknown 23","","485.4","173","","","","","","","","1070.2","56.646"
"Unknown 230","","1662.2","71","","","","","","","","2200.0","6655.7"
"Unknown 231","","1665.8","236","","","","","","","","2208.5","209.45"
"Unknown 232","","1671.2","128","","","","","","","","2221.3","348.85"
"Unknown 233","","1677.6","172","","","","","","","","2236.5","109.58"
"Unknown 234","","1682.4","117","","","","","","","","2247.9","3246.8"
"Unknown 235","","1686.2","84","","","","","","","","2256.9","96.629"
"Unknown 236","","1703","103","","","","","","","","2296.8","36.713"
"Unknown 237","","1715.8","208","","","","","","","","2327.1","457.21"
"Unknown 238","","1720.4","281","","","","","","","","2338.0","270.68"
"Unknown 239","","1721.2","167","","","","","","","","2339.9","775.71"
"Unknown 24","","509.2","72","","","","","","","","1086.1","8465.8"
"Unknown 240","","1731.8","167","","","","","","","","2365.1","648.79"
"Unknown 241","","1744.8","72","","","","","","","","2395.9","459.34"
"Unknown 242","","1754.2","129","","","","","","","","2418.2","3135.3"
"Unknown 243","","1757.4","239","","","","","","","","2425.8","52.426"
"Unknown 244","","1759.4","125","","","","","","","","2430.5","1066.5"
"Unknown 245","","1777","221","","","","","","","","2472.3","694.87"
"Unknown 246","","1777.4","217","","","","","","","","2473.2","239.77"
"Unknown 247","","1778","85","","","","","","","","2474.6","67.370"
"Unknown 248","","1782.4","217","","","","","","","","2485.1","57.738"
"Unknown 249","","1796.8","73","","","","","","","","2519.2","37.430"
"Unknown 25","","517.6","72","","","","","","","","1091.7","105.95"
"Unknown 250","","1799.6","83","","","","","","","","2525.8","62.866"
"Unknown 251","","1829","355","","","","","","","","2595.6","1166.1"
"Unknown 252","","1836","283","","","","","","","","2612.2","1107.4"
"Unknown 253","","1837","217","","","","","","","","2614.5","67.314"
"Unknown 254","","1857.2","127","","","","","","","","2662.5","70.391"
"Unknown 255","","1859","85","","","","","","","","2666.7","80.777"
"Unknown 256","","1877","221","","","","","","","","2709.4","1860.6"
"Unknown 257","","1881","204","","","","","","","","2718.9","106.32"
"Unknown 258","","1890.4","204","","","","","","","","2741.2","60.942"
"Unknown 259","","1910","311","","","","","","","","2787.7","1057.8"
"Unknown 26","","524.2","71","","","","","","","","1096.1","97.187"
"Unknown 260","","1914.8","71","","","","","","","","2799.1","5425.6"
"Unknown 261","","1915.8","185","","","","","","","","2801.8","273.83"
"Unknown 262","","1921.2","221","","","","","","","","2818.0","1949.5"
"Unknown 263","","1929.4","361","","","","","","","","2842.5","335.34"
"Unknown 264","","1936.2","127","","","","","","","","2862.9","85.739"
"Unknown 265","","1941","204","","","","","","","","2877.2","54.477"
"Unknown 266","","1962.6","221","","","","","","","","2941.9","1750.4"
"Unknown 267","","1990.2","221","","","","","","","","3024.6","54.890"
"Unknown 268","","2001.2","221","","","","","","","","3057.5","1807.4"
"Unknown 269","","2021.6","221","","","","","","","","3118.6","1121.0"
"Unknown 27","","525.4","91","","","","","","","","1096.9","52.436"
"Unknown 270","","2038","221","","","","","","","","3167.7","1580.2"
"Unknown 271","","2048.4","71","","","","","","","","3198.8","3219.5"
"Unknown 272","","2068.8","221","","","","","","","","3246.8","68.063"
