"Name","Quantification","R.T. (s)","UniqueMass","IntegrationBegin","IntegrationEnd","Match","Quant Masses","Quant S/N","Area","BaselineModified","Retention Index","S/N"
"#Citrate_275_heavy","","1398.4","103","","","","","","","","1816.3","44.938"
"#Citrate_275_heavy","#Citrate_273_light","1399.2","273","1396.4,4879","1405.6,5800","838","273","370.28","1007612","","1817.1","368.15"
"#Citrate_275_heavy","#Citrate_275_heavy","1399.2","273","1396.4,4342","1402.2,4540","877","275","31.538","83084","","1817.1","368.15"
"#Fumarate_247_heavy","#Fumarate_245_light","902.6","245","899.2,4460","908.6,4555","901","245","840.61","2873189","","1364.4","840.61"
"#Fumarate_247_heavy","#Fumarate_247_heavy","902.6","245","899.8,4240","906.4,4225","873","247","61.385","225221","","1364.4","840.61"
"#Malate_245_light","#Malate_245_light","1068","233","1064.6,4801","1074.4,4939","960","245","877.76","2586753","","1486.6","1344.9"
"#Malate_245_light","#Malate_247_heavy","1068","233","1065.6,4419","1071.6,4435","968","247","99.566","303376","","1486.6","1344.9"
"#Sorbitol_319_light/20190831_TO_MG_HeLa_Labeltest_Agilent","#Sorbitol_319_light","","","","","500","319","","","","",""
"#Sorbitol_323_heavy/20190831_TO_MG_HeLa_Labeltest_Agilent","#Sorbitol_323_heavy","","","","","500","323","","","","",""
"#Succinate_247_light","#Succinate_247_light","853.4","247","850.6,4304","856.6,4258","859","247","54.600","173312","","1328.1","54.599"
"#Succinate_247_light","#Succinate_249_heavy","853.4","247","851.8,4960","856.4,4861","880","249","5.8042","18037","","1328.1","54.599"
"Unknown 1","","350.6","77","","","","","","","","980.25","116.94"
"Unknown 10","","453.6","174","","","","","","","","1049.0","363.20"
"Unknown 100","","1085.6","113","","","","","","","","1499.6","636.33"
"Unknown 101","","1087.2","84","","","","","","","","1501.0","6024.1"
"Unknown 102","","1089.8","155","","","","","","","","1503.5","311.26"
"Unknown 103","","1092.8","205","","","","","","","","1506.4","251.03"
"Unknown 104","","1097.4","195","","","","","","","","1510.8","90.724"
"Unknown 105","","1103.8","205","","","","","","","","1516.9","58.689"
"Unknown 106","","1104.6","128","","","","","","","","1517.7","832.57"
"Unknown 107","","1105.2","157","","","","","","","","1518.3","19819"
"Unknown 108","","1108.8","218","","","","","","","","1521.8","279.01"
"Unknown 109","","1114","140","","","","","","","","1526.8","176.09"
"Unknown 11","","460.6","115","","","","","","","","1053.6","93.984"
"Unknown 110","","1117.6","272","","","","","","","","1530.2","19.184"
"Unknown 111","","1122.8","174","","","","","","","","1535.2","1226.1"
"Unknown 112","","1123.8","185","","","","","","","","1536.2","100.83"
"Unknown 113","","1127.2","155","","","","","","","","1539.5","153.38"
"Unknown 114","","1131.8","134","","","","","","","","1543.9","336.68"
