"Name","Quantification","R.T. (s)","UniqueMass","IntegrationBegin","IntegrationEnd","Match","Quant Masses","Quant S/N","Area","BaselineModified","Retention Index","S/N"
"#Citrate_275_heavy","#Citrate_273_light","1399.8","273","1397,4973","1406,5159","804","273","137.07","467669","","1817.8","137.07"
"#Citrate_275_heavy","#Citrate_275_heavy","1399.8","273","1398.2,4861","1401.8,4819","863","275","14.254","32177","","1817.8","137.07"
"#Fumarate_247_heavy","#Fumarate_245_light","902.6","245","899.6,4849","906.8,4921","917","245","695.03","2229772","","1364.4","695.02"
"#Fumarate_247_heavy","#Fumarate_247_heavy","902.6","245","899.8,4485","905.2,4569","894","247","57.113","173675","","1364.4","695.02"
"#Malate_245_light","#Malate_245_light","1068","73","1064.6,5731","1072.6,5810","972","245","712.80","2064342","","1486.6","740.67"
"#Malate_245_light","#Malate_247_heavy","1068","73","1065.8,4772","1072.2,4797","982","247","82.025","244480","","1486.6","740.67"
"#Sorbitol_319_light/20190831_TO_MG_HeLa_Labeltest_Agilent","#Sorbitol_319_light","","","","","500","319","","","","",""
"#Sorbitol_323_heavy/20190831_TO_MG_HeLa_Labeltest_Agilent","#Sorbitol_323_heavy","","","","","500","323","","","","",""
"#Succinate_247_light","#Succinate_247_light","853.4","247","851,4625","857.2,4684","810","247","46.185","139133","","1328.1","46.182"
"#Succinate_247_light","#Succinate_249_heavy","853.4","247","853,5565","854.6,5448","791","249","5.8521","9930.2","","1328.1","46.182"
"Unknown 1","","351.6","77","","","","","","","","980.92","618.10"
"Unknown 10","","461","115","","","","","","","","1053.9","83.461"
"Unknown 100","","1124","185","","","","","","","","1536.4","88.217"
"Unknown 101","","1127.4","173","","","","","","","","1539.7","177.84"
"Unknown 102","","1132","134","","","","","","","","1544.1","316.20"
"Unknown 103","","1138.8","146","","","","","","","","1550.6","2153.1"
"Unknown 104","","1139.4","161","","","","","","","","1551.2","5307.5"
"Unknown 105","","1146.8","202","","","","","","","","1558.3","313.89"
"Unknown 106","","1157","120","","","","","","","","1568.1","554.96"
"Unknown 107","","1164.6","202","","","","","","","","1575.5","248.03"
"Unknown 108","","1166.6","114","","","","","","","","1577.4","189.19"
"Unknown 109","","1169.2","198","","","","","","","","1579.9","244.19"
"Unknown 11","","465.6","117","","","","","","","","1057.0","3988.2"
"Unknown 110","","1170","129","","","","","","","","1580.7","79.572"
"Unknown 111","","1174.2","186","","","","","","","","1584.7","784.35"
"Unknown 112","","1184.8","71","","","","","","","","1594.9","94.480"
"Unknown 113","","1190.2","188","","","","","","","","1600.1","109.07"
"Unknown 114","","1192.2","211","","","","","","","","1602.0","1202.8"
"Unknown 115","","1194.2","71","","","","","","","","1603.9","218.29"
"Unknown 116","","1224.8","248","","","","","","","","1633.4","74.542"
"Unknown 117","","1236.8","117","","","","","","","","1644.9","92.537"
"Unknown 118","","1246.8","204","","","","","","","","1654.6","137.89"
"Unknown 119","","1250.4","158","","","","","","","","1658.0","379.36"
"Unknown 12","","478.8","85","","","","","","","","1065.8","3038.4"
"Unknown 120","","1260","140","","","","","","","","1667.3","163.35"
"Unknown 121","","1266","215","","","","","","","","1673.1","236.42"
"Unknown 122","","1267","127","","","","","","","","1674.0","54.425"
"Unknown 123","","1283.2","277","","","","","","","","1689.6","618.34"
"Unknown 124","","1285.2","266","","","","","","","","1691.5","132.39"
"Unknown 125","","1291.2","97","","","","","","","","1697.3","1784.3"
"Unknown 126","","1293.6","71","","","","","","","","1699.6","4377.3"
"Unknown 127","","1304.2","242","","","","","","","","1711.4","153.52"
"Unknown 128","","1318.8","215","","","","","","","","1727.6","115.49"
"Unknown 129","","1325.6","174","","","","","","","","1735.2","516.97"
"Unknown 13","","485","173","","","","","","","","1069.9","64.680"
"Unknown 130","","1329.6","217","","","","","","","","1739.6","488.61"
"Unknown 131","","1336.8","117","","","","","","","","1747.7","155.76"
"Unknown 132","","1341","205","","","","","","","","1752.3","66.575"
"Unknown 133","","1351.2","153","","","","","","","","1763.7","74.696"
"Unknown 134","","1353.2","357","","","","","","","","1765.9","58.766"
"Unknown 135","","1356.6","217","","","","","","","","1769.7","826.71"
"Unknown 136","","1361.8","215","","","","","","","","1775.5","134.93"
"Unknown 137","","1374","217","","","","","","","","1789.1","950.29"
"Unknown 138","","1387.4","71","","","","","","","","1804.0","82.513"
"Unknown 139","","1407.6","160","","","","","","","","1826.5","363.66"
"Unknown 14","","515.6","128","","","","","","","","1090.3","127.20"
"Unknown 140","","1410","218","","","","","","","","1829.2","835.05"
"Unknown 141","","1413.2","147","","","","","","","","1832.7","77.466"
"Unknown 142","","1414.6","174","","","","","","","","1834.3","110.58"
"Unknown 143","","1418.4","226","","","","","","","","1838.5","212.05"
"Unknown 144","","1420.4","235","","","","","","","","1840.8","822.43"
"Unknown 145","","1425.4","186","","","","","","","","1846.3","573.85"
"Unknown 146","","1429","285","","","","","","","","1850.3","50.285"
"Unknown 147","","1429.8","200","","","","","","","","1851.2","243.63"
"Unknown 148","","1433.6","235","","","","","","","","1855.5","81.785"
"Unknown 149","","1437.8","319","","","","","","","","1860.1","359.97"
"Unknown 15","","523.8","71","","","","","","","","1095.8","97.183"
"Unknown 150","","1439","307","","","","","","","","1861.5","600.19"
"Unknown 151","","1439.4","156","","","","","","","","1861.9","172.33"
"Unknown 152","","1446","160","","","","","","","","1869.3","414.97"
"Unknown 153","","1446.4","147","","","","","","","","1869.7","73.889"
"Unknown 154","","1449.4","147","","","","","","","","1873.1","68.886"
"Unknown 155","","1451.4","307","","","","","","","","1875.3","160.83"
"Unknown 156","","1458.6","78","","","","","","","","1883.3","100.99"
"Unknown 157","","1460.2","179","","","","","","","","1885.1","3897.9"
"Unknown 158","","1462.2","79","","","","","","","","1887.3","54.468"
"Unknown 159","","1470","279","","","","","","","","1896.0","3075.9"
"Unknown 16","","525.4","91","","","","","","","","1096.9","52.922"
"Unknown 160","","1470.8","78","","","","","","","","1896.9","367.55"
"Unknown 161","","1473.4","179","","","","","","","","1899.8","1494.2"
"Unknown 162","","1475.4","85","","","","","","","","1902.9","3147.6"
"Unknown 163","","1476","70","","","","","","","","1903.8","1138.4"
"Unknown 164","","1477.2","94","","","","","","","","1905.7","391.24"
"Unknown 165","","1480.4","233","","","","","","","","1910.8","20563"
"Unknown 166","","1481.4","79","","","","","","","","1912.4","189.36"
"Unknown 167","","1491","331","","","","","","","","1927.7","68.828"
"Unknown 168","","1504.4","87","","","","","","","","1949.0","34.428"
"Unknown 169","","1510","361","","","","","","","","1957.9","1513.1"
"Unknown 17","","527.2","187","","","","","","","","1098.1","81.272"
"Unknown 170","","1510.4","97","","","","","","","","1958.5","113.07"
"Unknown 171","","1517","361","","","","","","","","1969.0","58.595"
"Unknown 172","","1518.4","136","","","","","","","","1971.3","98.590"
"Unknown 173","","1523.8","204","","","","","","","","1979.9","35930"
"Unknown 174","","1534.6","333","","","","","","","","1997.0","59.312"
"Unknown 175","","1535.2","247","","","","","","","","1998.0","109.35"
"Unknown 176","","1538.8","87","","","","","","","","2003.7","31.018"
"Unknown 177","","1546.4","88","","","","","","","","2015.8","71.695"
"Unknown 178","","1555.6","220","","","","","","","","2030.4","22352"
"Unknown 179","","1555.8","84","","","","","","","","2030.8","946.41"
"Unknown 18","","529","204","","","","","","","","1099.3","63.557"
"Unknown 180","","1565","87","","","","","","","","2045.4","32.863"
"Unknown 181","","1570.8","147","","","","","","","","2054.6","198.87"
"Unknown 182","","1571.4","203","","","","","","","","2055.6","229.27"
"Unknown 183","","1573.2","313","","","","","","","","2058.4","1242.0"
"Unknown 184","","1582.2","147","","","","","","","","2072.7","74.848"
