Metabolite,e19243a_to_025_11_MG_C13_17min_R3.cdf,e19243a_to_026_09_MG_C13_17min_R1.cdf,e19243a_to_027_19_MG_C13_20min_R3.cdf,e19243a_to_028_10_MG_C13_17min_R2.cdf,e19243a_to_029_28_C13_2min_R4.cdf,e19243a_to_030_35_C13_5min_R3.cdf,e19243a_to_031_36_C13_5min_R4.cdf,e19243a_to_032_34_C13_5min_R2.cdf,e19243a_to_033_33_C13_5min_R1.cdf,e19243a_to_034_20_MG_C13_20min_R4.cdf,e19243a_to_035_12_MG_C13_17min_R4.cdf,e19243a_to_036_26_C13_2min_R2.cdf,e19243a_to_037_25_C13_2min_R1.cdf,e19243a_to_038_27_C13_2min_R3.cdf,e19243a_to_039_17_MG_C13_20min_R1.cdf,e19243a_to_040_18_MG_C13_20min_R2.cdf,e19243a_to_044_03_MG_C12_15min_R3.cdf,e19243a_to_045_29_C12_5min_R1.cdf,e19243a_to_046_16_MG_C12_20min_R4.cdf,e19243a_to_047_08_MG_C12_17min_R4.cdf,e19243a_to_048_13_MG_C12_20min_R1.cdf,e19243a_to_049_14_MG_C12_20min_R2.cdf,e19243a_to_050_06_MG_C12_17min_R2.cdf,e19243a_to_051_07_MG_C12_17min_R3.cdf,e19243a_to_052_04_MG_C12_15min_R4.cdf,e19243a_to_053_23_C12_2min_R3.cdf,e19243a_to_054_15_MG_C12_20min_R3.cdf,e19243a_to_055_01_MG_C12_15min_R1.cdf,e19243a_to_056_22_C12_2min_R2.cdf,e19243a_to_057_02_MG_C12_15min_R2.cdf,e19243a_to_058_30_C12_5min_R2.cdf,e19243a_to_059_05_MG_C12_17min_R1.cdf,e19243a_to_060_21_C12_2min_R1.cdf,e19243a_to_061_32_C12_5min_R4.cdf,e19243a_to_062_31_C12_5min_R3.cdf,e19243a_to_063_24_C12_2min_R4.cdf,QuantMasses
Ribitol_(5TMS)_MP_RI:1716_IDENT:A+B,1539392.0,1709496.0,1304558.0,1372037.0,2378290.0,NA,3583160.0,2601608.0,3207537.0,2637943.0,1371946.0,2554270.0,3203198.0,3222589.0,2873523.0,NA,1800538.0,2731353.0,4569879.0,2508183.0,4811612.0,3598773.0,4507997.0,2697438.0,4076144.0,8594122.0,7571072.0,6016964.0,7028866.0,NA,8319005.0,6276047.0,3561733.0,1.1440209E7,1.2107591E7,4311468.0,103.0 117.0 129.0 217.0 205.0 
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D,1.3604974E7,1.1632718E7,1.5069702E7,9829260.0,1.790623E7,1.7909853E7,2.0750553E7,1.3082242E7,1.8427691E7,1.7053794E7,1.5072919E7,1.9552339E7,1.9334926E7,2.1913817E7,2.0718138E7,2.1567242E7,3399826.0,NA,NA,NA,NA,NA,831062.0,NA,3195047.0,6253915.0,6516079.0,3830588.0,3909050.0,3438089.0,9046185.0,9415619.0,1.1594955E7,1.410994E7,1.4593225E7,1.440119E7,86.0 130.0 175.0 100.0 174.0 
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B,NA,NA,1933859.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689655.0,547699.0,NA,NA,NA,103.0 299.0 142.0 89.0 133.0 400.0 403.0 
Aconitic acid_ cis-_(3TMS)_MP_RI:1747_IDENT:A+D,1267534.0,599825.0,482824.0,NA,NA,NA,NA,NA,NA,NA,NA,570594.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345184.0,NA,NA,NA,NA,1229192.0,533676.0,1578716.0,947104.0,NA,711707.0,97.0 133.0 211.0 229.0 149.0 
Ornithine_(3TMS)_MP_RI:1748_IDENT:B+D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,962376.0,831315.0,628368.0,209758.0,237132.0,NA,318032.0,407746.0,NA,NA,815972.0,344591.0,787187.0,NA,NA,NA,986871.0,563242.0,848566.0,1635585.0,1788934.0,1463191.0,86.0 142.0 186.0 100.0 174.0 
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749590.0,NA,NA,NA,NA,NA,NA,NA,860386.0,1105118.0,NA,1114973.0,790254.0,7115724.0,1786651.0,1456466.0,NA,1816502.0,1614946.0,NA,133.0 103.0 142.0 89.0 315.0 400.0 403.0 
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C,3411335.0,4514380.0,4300713.0,3176446.0,5344170.0,3884327.0,5505060.0,4849087.0,6025016.0,5591352.0,6229987.0,4779986.0,5252012.0,5524457.0,5685075.0,4173146.0,6437750.0,768011.0,390466.0,390417.0,435338.0,3280974.0,2186297.0,424740.0,2660918.0,5666953.0,7447202.0,5583867.0,1.0961311E7,8436900.0,8230433.0,5271468.0,8011393.0,1.0195253E7,5262174.0,2.5917631E7,101.0 299.0 133.0 357.0 103.0 359.0 
Glutamine_(3TMS)_MP_RI:1770_IDENT:C+D,2546883.0,760959.0,344975.0,565294.0,729676.0,NA,2519851.0,637122.0,1270830.0,1.6724497E7,817596.0,975787.0,1021701.0,852444.0,542406.0,2.1996751E7,NA,NA,NA,NA,NA,223676.0,253287.0,NA,306702.0,1158364.0,904209.0,599526.0,2489303.0,1054738.0,2053127.0,1582278.0,2026108.0,2197150.0,1900638.0,1820793.0,128.0 155.0 156.0 100.0 157.0 160.0 
Glutamic acid_ N-acetyl-_(2TMS)_MP_RI:1781_IDENT:B+C,1090695.0,633732.0,571016.0,365430.0,556508.0,868462.0,599201.0,537053.0,586554.0,496590.0,NA,550974.0,NA,612431.0,NA,576887.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867439.0,786631.0,NA,216.0 116.0 158.0 126.0 156.0 
Glucose_ 2-deoxy-_(1MEOX)(4TMS)_MP_RI:1785_IDENT:C+D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2721006.0,830380.0,1041888.0,716963.0,1846604.0,2696414.0,3332592.0,4848402.0,6836242.0,8412236.0,9184021.0,7163665.0,1274793.0,1.2401682E7,1.4879838E7,1.1915715E7,1.4478371E7,2.1359236E7,1.9189243E7,1.823632E7,117.0 103.0 105.0 217.0 133.0 
Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D,1.1450207E7,2924073.0,1868837.0,937340.0,680926.0,NA,578915.0,539837.0,475499.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2978430.0,NA,NA,NA,NA,NA,2777928.0,905763.0,NA,NA,539172.0,384389.0,790821.0,211.0 227.0 299.0 101.0 133.0 357.0 359.0 
Ornithine_(4TMS)_MP_RI:1812_IDENT:B+D,970319.0,711615.0,887973.0,NA,1806471.0,172602.0,2673459.0,1910250.0,2987813.0,1904225.0,911556.0,1583340.0,1840858.0,2384789.0,2024680.0,2559001.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.0 143.0 100.0 174.0 142.0 
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D,7146008.0,5794341.0,3979889.0,4057960.0,1.4130179E7,NA,9442273.0,8315338.0,1.1790284E7,4237800.0,3974798.0,1.5451686E7,1.8017432E7,1.9766628E7,NA,5839928.0,940189.0,220876.0,184657.0,112057.0,332324.0,484814.0,587635.0,348824.0,1111427.0,1.5371527E7,3778420.0,3027617.0,1.7912753E7,7100017.0,1.1785488E7,4835774.0,1.5483096E7,1.0990899E7,9638834.0,1.5644782E7,149.0 273.0 183.0 133.0 211.0 275.0 277.0 278.0 
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C,3522111.0,7412218.0,7.1340737E7,1.1930813E7,1.9531866E7,1680286.0,8.5385682E7,8.5752494E7,1.00706755E8,5.4164096E7,2.7467602E7,2.6341503E7,2.3695812E7,3.7549167E7,NA,8.4104458E7,NA,NA,NA,NA,NA,NA,NA,NA,1.7197762E7,1.687864E7,3.0567547E7,3.6145135E7,2.2856395E7,3.1440495E7,5.725382E7,2.6569744E7,2.554534E7,9.7714917E7,9.095107E7,4.7630705E7,86.0 200.0 156.0 100.0 174.0 
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C,1.3985203E7,1.4080675E7,1.980249E7,1.5926815E7,4.9583983E7,1.9146093E7,3.8474293E7,3.7335463E7,4.9813486E7,1.9540073E7,1.9850095E7,6.7953881E7,7.4861555E7,8.6789289E7,3.084627897E9,2.1835191E7,9.0451143E7,1.99815226E8,1.00848801E8,6.5508067E7,2.62599267E8,2.95847269E8,1.38566766E8,1.14787333E8,1.45752872E8,1.61609163E8,1.21399184E8,1.56071866E8,1.80676242E8,4.3479934E7,7.2488931E7,4.2437363E7,7.835243E7,1.60502583E8,1.48503954E8,9.7375658E7,133.0 103.0 217.0 89.0 117.0 220.0 
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D,3637784.0,2313586.0,915443.0,2317538.0,2987978.0,NA,3257144.0,2941015.0,3442781.0,3207985.0,2796060.0,3161783.0,4027215.0,3494560.0,NA,3428783.0,NA,NA,NA,NA,NA,NA,NA,NA,2264082.0,1113897.0,NA,2006341.0,1316955.0,701323.0,1370693.0,596247.0,1016982.0,1373376.0,1617431.0,1915369.0,192.0 265.0 99.0 264.0 279.0 
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C,2.1713829E7,1.9362897E7,3.2521981E7,2.3389499E7,3.9780561E7,1.2369795E7,3.2654443E7,3.0749909E7,3.5771362E7,2.3386772E7,2.4530967E7,6.3664406E7,1.09998797E8,1.49249024E8,1.155985778E9,3.1752964E7,3.92519896E8,5.8762828E7,1.35128186E8,4.9431068E7,5.2642969E7,1.67462224E8,1.85306726E8,6.2399062E7,1.45457715E8,7.2852246E7,4.6318149E7,1.95848207E8,5.1960735E7,5778929.0,1.2379337E7,6972336.0,3.8328432E7,3.4577222E7,2.9315195E7,1.8446047E7,217.0 133.0 117.0 89.0 103.0 220.0 
Tyrosine_(2TMS)_BP_RI:1883_IDENT:B+D,NA,NA,5.43879041E8,4.78327444E8,5.82588029E8,1247823.0,7.64796638E8,7.62256189E8,NA,6.80424612E8,6.49051228E8,7.15507247E8,7.01553091E8,7.23842387E8,NA,NA,1.54966728E8,NA,NA,NA,NA,1.71552745E8,NA,NA,1.54865046E8,1.37660508E8,1.72189605E8,NA,NA,NA,1.93562525E8,1.30672123E8,1.32432376E8,2.04664712E8,1.95341593E8,2.83229653E8,180.0 179.0 91.0 208.0 146.0 
Lysine_(4TMS)_MP_RI:1915_IDENT:A+C,2.2745051E7,1.8164816E7,4.3272126E7,1.7751264E7,2.4244411E7,1.40505174E8,1.32880525E8,2.47779068E8,2.64319843E8,4.6388408E7,3.1147032E7,2.9851927E7,2.5174798E7,2.5733426E7,3.680305E7,6.353331E7,NA,5.6748262E7,2.328457E7,NA,2.48617773E8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.0 156.0 174.0 100.0 128.0 
Sorbitol_(6TMS)_MP_RI:1926_IDENT:A+D,2.05599222E8,3.25283321E8,4.26743301E8,4.36765198E8,3.99799225E8,NA,4.8402226E8,4.99579231E8,5.06753421E8,4.10197704E8,4.30847825E8,4.95745307E8,4.97251428E8,4.55396591E8,NA,4.20209129E8,NA,NA,1.22831743E8,4.12260077E8,NA,NA,NA,NA,NA,5.0631279E8,NA,4.67165912E8,5.63041824E8,4.32547618E8,5.96104474E8,NA,NA,NA,NA,NA,205.0 217.0 129.0 103.0 117.0 207.0 220.0 132.0 104.0 119.0 
Glucuronic acid_(1MEOX)(5TMS)_MP_RI:1927_IDENT:A+C,7.3941519E7,1.19722606E8,8.0683884E7,7.4195129E7,1.63633649E8,NA,9.1141035E7,NA,1.07292645E8,1.16752246E8,7.9446208E7,9.5315822E7,1.34410451E8,1.63937959E8,NA,8.3692873E7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66054017E8,NA,NA,NA,NA,160.0 133.0 333.0 89.0 103.0 
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D,3.0509991E7,5.5359536E7,7.4943912E7,5.0737772E7,7.7377763E7,NA,1.14643518E8,1.11542638E8,1.26679763E8,8.7635859E7,6.89993E7,7.3882807E7,6.545989E7,6.4952097E7,NA,1.05134207E8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.0 100.0 179.0 219.0 220.0 
Glucuronic acid_(1MEOX)(5TMS)_BP_RI:1944_IDENT:A+C,3.0896972E7,4.072114E7,NA,NA,NA,1.159842211E9,NA,NA,NA,NA,NA,NA,5.7818485E7,4.9517704E7,NA,5.1410584E7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.0 160.0 133.0 89.0 103.0 
Gluconic acid_(6TMS)_MP_RI:1996_IDENT:B+C,1.1320493E7,1.6076563E7,1.6122803E7,1.9018755E7,2.2719814E7,NA,2.3941209E7,2.5161716E7,3.210642E7,2.6492009E7,2.4629313E7,2.3471727E7,1.9464719E7,1.8100284E7,NA,1.7953824E7,NA,1.54287177E8,9.1128067E7,NA,1.6545277E8,2.0491293E8,NA,1.13732477E8,1.37926247E8,1.15430205E8,1.7503281E8,1.41044377E8,7.9371717E7,1.64936876E8,1.76174292E8,1.3238135E8,1.50108177E8,1.96046666E8,1.96769425E8,1.57176823E8,217.0 117.0 333.0 205.0 103.0 
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D,1.6439263E7,2.0440234E7,2.4753294E7,1.6256939E7,2.1101563E7,NA,2.3432379E7,2.6877394E7,2.8010518E7,2.8806891E7,2.1964925E7,2.5061168E7,2.0154652E7,2.0824788E7,NA,1.6881651E7,4.9214841E7,1.05543575E8,7.8686422E7,7.2161578E7,1.51526487E8,1.31709381E8,7.0014177E7,5.6292512E7,7.9264697E7,1.06087506E8,9.8207306E7,8.0899419E7,9.0798645E7,1.03005175E8,1.02058911E8,8.4479668E7,8.0665335E7,1.28971981E8,1.26983003E8,7.807807E7,103.0 117.0 159.0 201.0 157.0 
Glucosamine_ N-acetyl-_(1MEOX)(4TMS)_BP_RI:2073_IDENT:A+C,NA,NA,NA,NA,4377300.0,NA,1774303.0,NA,NA,7395611.0,5930647.0,NA,NA,2357355.0,NA,4956763.0,NA,NA,2.0115798E7,NA,NA,NA,2.9827068E7,NA,8.8138022E7,2.8859416E7,3.2613104E7,3.0616441E7,3.0370911E7,NA,2.9366711E7,2.2203814E7,3.8951643E7,NA,4.474465E7,2.3162509E7,117.0 87.0 129.0 202.0 103.0 
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D,4.9789699E7,6.3304131E7,6.9316417E7,7.2276228E7,8.8814812E7,1.1985823E7,9.7217569E7,9.3410675E7,9.8481796E7,8.4129563E7,7.3399068E7,8.0254242E7,7.9552152E7,8.727056E7,NA,1.05299221E8,9.7479719E7,1.66841699E8,1.23978297E8,6.8583358E7,1.75363198E8,2.00356521E8,1.18222982E8,6.8401906E7,1.1829357E8,1.58855676E8,1.75897676E8,1.8911426E8,1.80110762E8,1.49305589E8,1.95350262E8,1.3628833E8,1.5552465E8,2.21899526E8,2.13300135E8,1.22002501E8,129.0 191.0 305.0 217.0 133.0 
Spermidine_(4TMS)_BP_RI:2189_IDENT:A+C,NA,NA,449212.0,NA,NA,978338.0,912391.0,NA,636770.0,NA,NA,NA,NA,NA,NA,542511.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.0 100.0 200.0 174.0 201.0 
Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C,2206895.0,1166029.0,2351558.0,1698013.0,3599681.0,5125995.0,7144977.0,4225804.0,5290958.0,7343592.0,3760700.0,4385789.0,4861844.0,6042946.0,9550414.0,1.0387955E7,NA,NA,NA,NA,NA,NA,NA,NA,NA,696717.0,NA,NA,NA,2638293.0,6765090.0,5144718.0,8035780.0,6935251.0,5202076.0,9355600.0,291.0 204.0 100.0 202.0 203.0 
Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D,3243556.0,4119326.0,4118323.0,1115097.0,1446838.0,2898362.0,2394203.0,2423123.0,3974022.0,3237320.0,1286745.0,2224643.0,1860920.0,2319366.0,5144486.0,2644057.0,1101732.0,4782813.0,1.0463077E7,NA,6531105.0,1.0718404E7,NA,NA,1080883.0,3205145.0,1.216816E7,1.460919E7,1.0680459E7,8237560.0,3.747116E7,1.8041586E7,3.3116184E7,2.0524006E7,6713379.0,2.2121581E7,133.0 387.0 103.0 89.0 299.0 
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C,6098112.0,5490111.0,6587129.0,1837936.0,6217678.0,2806849.0,2524851.0,6816978.0,6859840.0,2982710.0,2674222.0,4759477.0,3909054.0,1076284.0,7329274.0,2387459.0,NA,NA,NA,2061203.0,NA,1825975.0,276486.0,1.2678004E7,NA,2275270.0,7625923.0,4437302.0,5003438.0,3549802.0,1.4858903E7,1.5958766E7,2.3067848E7,1.3495678E7,5932268.0,1.6865752E7,129.0 217.0 299.0 315.0 103.0 220.0 
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B,1.2193239E7,2.2327938E7,1.6612984E7,6775861.0,1.7348137E7,1.9276501E7,1.5421073E7,3.1669118E7,2.138905E7,1.2313042E7,7132711.0,2.3332199E7,1.9402766E7,9648302.0,4.0825371E7,1.4643235E7,1059005.0,4783414.0,7727958.0,4366224.0,1923992.0,7043470.0,423794.0,1779460.0,2212377.0,1.4047627E7,1.1884448E7,9925282.0,9310774.0,1.6016877E7,1.8470595E7,2.5500129E7,2.5736476E7,2.1720666E7,1.2315891E7,4.0967542E7,160.0 299.0 129.0 387.0 133.0 220.0 162.0 132.0 
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D,3405035.0,2.3251225E7,1.3976276E7,4323645.0,1.5210129E7,2795941.0,4159000.0,9798218.0,1.5630644E7,7604619.0,4744169.0,5946933.0,3996337.0,5092747.0,1.7348839E7,6266321.0,3070207.0,2125831.0,8449015.0,3565917.0,2586669.0,2938866.0,3807975.0,5531434.0,4374579.0,7586310.0,3894133.0,3634242.0,3647543.0,8187976.0,6751497.0,7985005.0,7664752.0,5901510.0,1.1541708E7,1.2515474E7,129.0 299.0 133.0 387.0 101.0 220.0 
Uridine_(3TMS)_MP_RI:2469_IDENT:A+D,1623296.0,1344273.0,3356025.0,2427669.0,2453760.0,2083012.0,2017463.0,2226634.0,6190018.0,4664274.0,4124073.0,3155988.0,4476629.0,2729920.0,3283795.0,2460855.0,1577220.0,2685528.0,6080095.0,2255885.0,2064982.0,3381571.0,4735393.0,1.1915323E7,2728716.0,1.0258617E7,7415138.0,2901895.0,2777121.0,1.4517898E7,2.2008743E7,1.6774384E7,1.6036512E7,1.7861959E7,1.3513706E7,2.5293094E7,99.0 103.0 169.0 217.0 129.0 
Inosine_(4TMS)_MP_RI:2586_IDENT:C+D,1408710.0,3536131.0,379409.0,2843555.0,3537590.0,3802884.0,3198825.0,3257632.0,3998591.0,4249258.0,2289861.0,4272790.0,3242563.0,4455405.0,1653027.0,1925034.0,NA,NA,NA,NA,NA,NA,1749682.0,NA,NA,NA,NA,NA,NA,2081948.0,NA,NA,NA,NA,NA,NA,217.0 193.0 230.0 245.0 103.0 
Sucrose_(8TMS)_MP_RI:2632_IDENT:A+C,1071948.0,2985649.0,4407280.0,2540778.0,6519260.0,1253084.0,1586693.0,1359823.0,8.5316519E7,9018392.0,2187212.0,4719557.0,1629110.0,1.0203735E7,5987234.0,1261054.0,NA,3130267.0,1009172.0,652176.0,3585191.0,1478129.0,2390615.0,710089.0,1687905.0,3958162.0,5306516.0,1146660.0,2148085.0,4552163.0,4278306.0,2903131.0,1965172.0,1131371.0,5332892.0,7484235.0,169.0 103.0 217.0 129.0 361.0 220.0 174.0 104.0 132.0 367.0 
Lactose_(1MEOX)(8TMS)_MP_RI:2678_IDENT:B+D,NA,NA,NA,NA,NA,NA,NA,NA,1191284.0,774385.0,NA,393919.0,NA,NA,634362.0,NA,NA,2085188.0,NA,NA,NA,NA,837280.0,NA,1260588.0,NA,NA,6551861.0,4559697.0,1947008.0,2520508.0,NA,NA,NA,NA,NA,103.0 217.0 129.0 204.0 117.0 
Lactose_(1MEOX)(8TMS)_BP_RI:2694_IDENT:B+D,143339.0,152488.0,481496.0,186464.0,117518.0,411721.0,405145.0,339907.0,888153.0,432950.0,506791.0,315173.0,388792.0,376049.0,451585.0,222328.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3427549.0,103.0 204.0 129.0 217.0 117.0 
Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C,4942986.0,3884352.0,2.4503972E7,183664.0,NA,NA,NA,NA,NA,NA,374597.0,379661.0,NA,452052.0,NA,NA,341305.0,2038148.0,NA,NA,1213626.0,463177.0,426222.0,NA,NA,269382.0,738470.0,1402530.0,NA,NA,NA,NA,NA,716424.0,NA,NA,217.0 299.0 387.0 315.0 129.0 220.0 
Maltose_(1MEOX)(8TMS)_MP_RI:2723_IDENT:C+D,227599.0,277946.0,668034.0,244167.0,320508.0,638605.0,674016.0,619024.0,1471998.0,612628.0,774130.0,735831.0,1900690.0,1392795.0,1420339.0,551652.0,1867628.0,4329455.0,1442461.0,1570442.0,4526451.0,2038721.0,2189904.0,1860907.0,1626512.0,2440867.0,3613185.0,3360588.0,4659264.0,3574795.0,2329149.0,3686079.0,1551179.0,3169087.0,3727575.0,4558173.0,129.0 103.0 361.0 204.0 217.0 
Trehalose_a-a-_(8TMS)_MP_RI:2729_IDENT:A+B,426791.0,551568.0,1292666.0,879828.0,594491.0,1303282.0,2072171.0,1158574.0,1396661.0,2114766.0,1717682.0,1973893.0,2104910.0,2143701.0,1592659.0,1625389.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3630943.0,103.0 361.0 217.0 129.0 191.0 
Maltose_(1MEOX)(8TMS)_BP_RI:2749_IDENT:C+D,694504.0,932297.0,1722184.0,892190.0,1025056.0,1671147.0,2688882.0,2244968.0,2530577.0,1618217.0,2798937.0,1616684.0,1807340.0,2460299.0,2748036.0,1245983.0,954714.0,2449464.0,832830.0,1030362.0,4757659.0,1979448.0,1514343.0,1495891.0,1278907.0,2258229.0,4651837.0,2991420.0,6096711.0,2608568.0,1864692.0,3288539.0,1211268.0,3706584.0,4838173.0,5891849.0,103.0 117.0 361.0 217.0 204.0 
Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C,5.5037869E7,3.3780057E7,1.5361216E7,1.0213665E7,1.0158262E7,5025428.0,8954469.0,5770806.0,5462376.0,5442950.0,6683713.0,6765489.0,5604820.0,3290864.0,4094778.0,3727021.0,153271.0,440596.0,NA,144208.0,386578.0,1349901.0,495246.0,213751.0,558901.0,1406442.0,498576.0,853745.0,1455647.0,5999660.0,1636148.0,7755632.0,8125459.0,3917209.0,6259356.0,1.1331314E7,315.0 211.0 169.0 299.0 129.0 
