Metabolite,e19243a_to_025_11_MG_C13_17min_R3.cdf,e19243a_to_026_09_MG_C13_17min_R1.cdf,e19243a_to_027_19_MG_C13_20min_R3.cdf,e19243a_to_028_10_MG_C13_17min_R2.cdf,e19243a_to_029_28_C13_2min_R4.cdf,e19243a_to_030_35_C13_5min_R3.cdf,e19243a_to_031_36_C13_5min_R4.cdf,e19243a_to_032_34_C13_5min_R2.cdf,e19243a_to_033_33_C13_5min_R1.cdf,e19243a_to_034_20_MG_C13_20min_R4.cdf,e19243a_to_035_12_MG_C13_17min_R4.cdf,e19243a_to_036_26_C13_2min_R2.cdf,e19243a_to_037_25_C13_2min_R1.cdf,e19243a_to_038_27_C13_2min_R3.cdf,e19243a_to_039_17_MG_C13_20min_R1.cdf,e19243a_to_040_18_MG_C13_20min_R2.cdf,e19243a_to_044_03_MG_C12_15min_R3.cdf,e19243a_to_045_29_C12_5min_R1.cdf,e19243a_to_046_16_MG_C12_20min_R4.cdf,e19243a_to_047_08_MG_C12_17min_R4.cdf,e19243a_to_048_13_MG_C12_20min_R1.cdf,e19243a_to_049_14_MG_C12_20min_R2.cdf,e19243a_to_050_06_MG_C12_17min_R2.cdf,e19243a_to_051_07_MG_C12_17min_R3.cdf,e19243a_to_052_04_MG_C12_15min_R4.cdf,e19243a_to_053_23_C12_2min_R3.cdf,e19243a_to_054_15_MG_C12_20min_R3.cdf,e19243a_to_055_01_MG_C12_15min_R1.cdf,e19243a_to_056_22_C12_2min_R2.cdf,e19243a_to_057_02_MG_C12_15min_R2.cdf,e19243a_to_058_30_C12_5min_R2.cdf,e19243a_to_059_05_MG_C12_17min_R1.cdf,e19243a_to_060_21_C12_2min_R1.cdf,e19243a_to_061_32_C12_5min_R4.cdf,e19243a_to_062_31_C12_5min_R3.cdf,e19243a_to_063_24_C12_2min_R4.cdf,QuantMasses
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D,3.0808761090186346E7,6.1106757775882624E7,1.174139145592459E8,5.3616144949189946E7,7.03883651033854E7,NA,2.117292360144239E8,1.695960654924614E8,2.2208768946200258E8,8.098903684117258E7,1.6825181934934866E8,2.2770316900981918E8,6.734164977657549E7,7.029262430203177E7,NA,2.838606324056117E8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.0 100.0 179.0 219.0 220.0 
Glucuronic acid_(1MEOX)(5TMS)_BP_RI:1944_IDENT:A+C,3.1199531614354685E7,4.494865777664403E7,NA,NA,NA,1.0205863391424646E9,NA,NA,NA,NA,NA,NA,5.9480579137578495E7,5.358917609036111E7,NA,1.388077325449539E8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.0 160.0 133.0 89.0 103.0 
Gluconic acid_(6TMS)_MP_RI:1996_IDENT:B+C,1.1431349299976092E7,1.7745572165014476E7,2.5259442206560466E7,2.0097696147026934E7,2.06675729681279E7,NA,4.421579151846727E7,3.825737055491474E7,5.628713273403131E7,2.4482698262793034E7,6.005751828749806E7,7.233870553988746E7,2.00242666142191E7,1.9588535578336705E7,NA,4.847502996564238E7,NA,1.161418116723398E8,6.686695079783248E7,NA,4.027367708805568E8,1.524183735423995E8,NA,8.937541829375713E7,9.778014688780127E7,2.3374895436040172E8,1.2554151036112507E8,1.3686985335415247E8,5.602057278080303E7,1.2870514460502519E8,1.3056675773145571E8,9.612660541310789E7,1.3273529424084075E8,2.2987390591215098E8,2.9536289835489154E8,1.44187016285218E8,217.0 117.0 333.0 205.0 103.0 
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D,1.6600245023531472E7,2.2562263309438873E7,3.8780750420072734E7,1.7179201283299137E7,1.9195495748514835E7,NA,4.327605947743535E7,4.086598949803115E7,4.910643243983518E7,2.6622005912883706E7,5.356052297808807E7,7.723728434800091E7,2.073403295289309E7,2.2537055255559485E7,NA,4.558018047266792E7,3.446148815313911E7,7.944938943873133E7,5.77376573600698E7,5.264545557835031E7,3.688381166253951E8,9.796809616794905E7,4.975188562213858E7,4.423685247623985E7,5.619317486161326E7,2.1482976313004768E8,7.043875673216456E7,7.850501984184833E7,6.4085700711511604E7,8.037799832852979E7,7.563817033459796E7,6.134356320785637E7,7.13294717866102E7,1.5122569350757396E8,1.906092260415351E8,7.162534358267562E7,103.0 117.0 159.0 201.0 157.0 
Glucosamine_ N-acetyl-_(1MEOX)(4TMS)_BP_RI:2073_IDENT:A+C,NA,NA,NA,NA,3981906.1526377923,NA,3276869.2482735952,NA,NA,6834684.095947312,1.4461627113155592E7,NA,NA,2551182.748749684,NA,1.3383178700960165E7,NA,NA,1.4760349027540956E7,NA,NA,NA,2.1195034193999734E7,NA,6.248374711131132E7,5.844101475390993E7,2.3391604886674955E7,2.9710278984720256E7,2.1435794693653803E7,NA,2.1764334608517542E7,1.6122945317025704E7,3.444354530246001E7,NA,6.716444645744734E7,2.1248254027818773E7,117.0 87.0 129.0 202.0 103.0 
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D,5.027726626478814E7,6.987613117331298E7,1.0859737163428378E8,7.63764856846434E7,8.079232548561186E7,1.0546751188364495E7,1.795461441749331E8,1.4202714978818262E8,1.7265263219436467E8,7.77486790794023E7,1.7898046399813563E8,2.4733961759034047E8,8.183901865641539E7,9.444616833091503E7,NA,2.843061674957825E8,6.825778796054281E7,1.255924021757894E8,9.097143128799234E7,5.0034966350141294E7,4.268602338528857E8,1.4902922455617422E8,8.40089326247761E7,5.375288679275186E7,8.38619400010384E7,3.2168658246093184E8,1.2616183168202475E8,1.8351700070523947E8,1.2712220968114994E8,1.1650758695455986E8,1.4477850338873732E8,9.896359661176921E7,1.3752488766453925E8,2.601875961597577E8,3.201765014716572E8,1.1191966005397835E8,129.0 191.0 305.0 217.0 133.0 
Spermidine_(4TMS)_BP_RI:2189_IDENT:A+C,NA,NA,703776.1704644931,NA,NA,860874.3399699915,1685048.1627442401,NA,1116348.6153563405,NA,NA,NA,NA,NA,NA,1464770.790985286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.0 100.0 200.0 174.0 201.0 
Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C,2228506.0918610822,1287081.8075977848,3684163.5661227712,1794341.918159293,3274528.1158324447,4510544.98784109,1.3195691722846733E7,6425163.908552221,9275803.880849525,6786610.5247458145,9170304.873050822,1.3516785493929675E7,5001606.264788176,6539812.4537144,9439904.264956739,2.804730791093555E7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1410868.7603484376,NA,NA,NA,2058738.41138731,5013761.412258116,3735754.901636171,7105752.958112757,8131906.899407057,7808633.098472594,8582410.713047594,291.0 204.0 100.0 202.0 203.0 
Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D,3275318.6287941043,4546979.152460661,6452137.497831408,1178356.8735420008,1316147.6558769464,2550371.623860163,4421730.778127741,3684260.4260828905,6967027.273734056,2991782.493358852,3137672.2269454566,6856240.058874741,1914415.421447009,2510070.196146342,5084958.131910328,7138910.479787843,771460.8742906281,3600328.79926255,7677481.570556442,NA,1.5897685714067277E7,7972565.24832449,NA,NA,766271.1108823784,6490496.073566445,8727559.048591105,1.4176798362709282E7,7538269.970169384,6428012.805290258,2.77707253089833E7,1.3100609855154457E7,2.9283457538584474E7,2.4065359133342374E7,1.0077191002590282E7,2.0293353046726037E7,133.0 387.0 103.0 89.0 299.0 
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C,6157827.962295972,6060073.968822801,1.0319992391066147E7,1942202.8027429816,5656046.02913226,2469846.0861894665,4663017.8714530915,1.0364939076917553E7,1.2026277754237855E7,2756483.6224921793,6520975.094588697,1.4668473488417232E7,4021426.6389039382,1164778.8192933626,7244465.516535361,6446100.093592462,NA,NA,NA,1503749.9730737929,NA,1358197.0626699002,196470.20699997098,9962870.24180372,NA,4607476.729228639,5469659.610204749,4305970.127600957,3531427.481066531,2770015.9649513895,1.1012269532243675E7,1.1588203339534776E7,2.0398073262744308E7,1.5824315088289673E7,8904695.789490545,1.5471889632776506E7,129.0 217.0 299.0 315.0 103.0 220.0 
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B,1.231264169388128E7,2.4645941739846323E7,2.6027404119898614E7,7160258.1510982225,1.5781110149430774E7,1.6962077600283217E7,2.8480389138203695E7,4.8151611856413946E7,3.749805479417613E7,1.1379148028490314E7,1.7392808371144522E7,7.190868712213024E7,1.996053266616926E7,1.0441610032060115E7,4.0352972533058904E7,3.953649403151904E7,741542.338044231,3600781.210345391,5670536.030943309,3185377.288134234,4683284.089350842,5239075.15984806,301146.8750871498,1398369.1029345035,1568421.9119743984,2.8446784119416118E7,8524067.868922701,9631521.09097273,6571546.039663078,1.2498444983315326E7,1.36889762697093E7,1.851651186792059E7,2.2757845594130002E7,2.546849907885328E7,1.8486902940245535E7,3.7581798211555354E7,160.0 299.0 129.0 387.0 133.0 220.0 162.0 132.0 
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D,3438378.917211829,2.5665080972997073E7,2.189649875923796E7,4568927.012184145,1.3836224669891145E7,2460247.7497245716,7681043.882341337,1.4897793807220288E7,2.740274790980714E7,7027839.692357907,1.1568451644448278E7,1.8328154342986334E7,4111218.7423958452,5511485.665140255,1.714809214219905E7,1.6918963795642316E7,2149837.3256592406,1600248.7598125008,6199625.306385009,2601513.5785914245,6296338.9515741505,2185987.8523969054,2705936.7798033697,4346816.675014562,3101273.2275118805,1.5362461064275675E7,2793049.7051786976,3526678.4835633803,2574436.535152801,6389320.936953333,5003687.332108876,5798183.9953792095,6777666.162737242,6919797.11850656,1.732480707734872E7,1.1481138370224103E7,129.0 299.0 133.0 387.0 101.0 220.0 
Uridine_(3TMS)_MP_RI:2469_IDENT:A+D,1639192.1794619714,1483830.4388183285,5257852.467171626,2565391.578342364,2232116.1540439334,1832916.21162581,3725948.9862947827,3385506.8560575135,1.0851984269564873E7,4310507.857557753,1.0056374273065472E7,9726599.436821088,4605317.581463418,2954380.9945751647,3245797.556602637,6644268.088297005,1104409.7113895798,2021568.4367392072,4461385.241619877,1645780.1623651688,5026474.82182664,2515280.767485709,3364957.512988772,9363525.752017386,1934470.465908447,2.077394731243734E7,5318474.999379671,2816006.930209974,1960092.5239099527,1.1328747135061573E7,1.6311177883177595E7,1.2180451338620964E7,1.418051422286458E7,2.0943984237776827E7,2.028489625192475E7,2.3202757804065995E7,99.0 103.0 169.0 217.0 129.0 
Inosine_(4TMS)_MP_RI:2586_IDENT:C+D,1422504.8390003263,3903239.0098209926,594416.4738692708,3004870.9480383536,3218045.687183864,3346292.644753082,5907745.899718809,4953097.57711072,7010100.234348862,3926969.126983137,5583727.361105386,1.3168528146385469E7,3335776.1817882974,4821739.778138246,1633899.496648904,5197560.187449783,NA,NA,NA,NA,NA,NA,1243319.3171593614,NA,NA,NA,NA,NA,NA,1624605.8789190538,NA,NA,NA,NA,NA,NA,217.0 193.0 230.0 245.0 103.0 
Sucrose_(8TMS)_MP_RI:2632_IDENT:A+C,1082445.0860409325,3295608.009554238,6904843.683082267,2684917.2945889886,5930386.654934652,1102633.099631167,2930381.9573945235,2067555.821713266,1.495720242044583E8,8334383.781599448,5333422.198525603,1.4545442016333722E7,1675941.634908291,1.1042712151887754E7,5917954.527614615,3404825.0912058167,NA,2356351.885277803,740499.1315194934,475794.7870439612,8726890.739454132,1099462.1865289486,1698764.5808729397,558015.6440345154,1196607.6248899472,8015373.694338293,3806075.177536577,1112722.0339104512,1516118.7968486468,3552188.03332158,3170749.4700931357,2108062.261788094,1737731.340604193,1326585.5324759064,8004995.886599832,6865703.818351123,169.0 103.0 217.0 129.0 361.0 220.0 174.0 104.0 132.0 367.0 
Lactose_(1MEOX)(8TMS)_MP_RI:2678_IDENT:B+D,NA,NA,NA,NA,NA,NA,NA,NA,2088490.7327546251,715651.0589375454,NA,1214038.9391699608,NA,NA,627021.6714507337,NA,NA,1569654.1780489178,NA,NA,NA,NA,594968.9131346097,NA,893669.4971842425,NA,NA,6357944.026841925,3218234.999841433,1519308.1878617664,1868005.5623336688,NA,NA,NA,NA,NA,103.0 217.0 129.0 204.0 117.0 
Lactose_(1MEOX)(8TMS)_BP_RI:2694_IDENT:B+D,144742.65187119265,168318.73879377873,754355.206392464,197042.1730738542,106902.80475308707,362287.9251616362,748241.5301060786,516814.8330268653,1557058.8623436717,400112.50988463144,1235788.0120504957,971347.6490725608,399968.5104868697,406968.70920356497,446359.6203777647,600281.9489709457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3144280.7791157775,103.0 204.0 129.0 217.0 117.0 
Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C,4991390.352954737,4287611.022972902,3.839014001257572E7,194083.32801739938,NA,NA,NA,NA,NA,NA,913438.6402877705,1170096.4860395323,NA,489220.869974099,NA,NA,238990.4747250355,1534244.1658411834,NA,NA,2954147.073492252,344520.4019202105,302872.2053483418,NA,NA,545505.0592998058,529664.3478235882,1361018.9892561221,NA,NA,NA,NA,NA,840040.7236163192,NA,NA,217.0 299.0 387.0 315.0 129.0 220.0 
Maltose_(1MEOX)(8TMS)_MP_RI:2723_IDENT:C+D,229827.77069207662,306801.32320428896,1046602.5178759187,258018.68603550157,291557.0733487843,561931.2117862501,1244805.595912522,941200.9320185295,2580622.4054325777,566162.6670645616,1887682.6418950814,2267794.8681032686,1955328.6801099004,1507314.1620777592,1403903.9756584784,1489451.3408734847,1307760.8072831298,3259057.278971861,1058433.1687271742,1145715.44637474,1.1018058260910755E7,1516441.8317903816,1556139.884804527,1462373.3336149945,1153084.2441813953,4942814.655685752,2591540.992309737,3261123.885454324,3288509.4071604307,2789518.7453915463,1726185.0736057581,2676587.461561189,1371652.131816997,3715903.0639440753,5595317.239125107,4181464.8752751607,129.0 103.0 361.0 204.0 217.0 
Trehalose_a-a-_(8TMS)_MP_RI:2729_IDENT:A+B,430970.3649024911,608829.744760289,2025207.5349047985,929740.9744037617,540791.6685143339,1146804.1020023453,3826986.3868033495,1761564.864387222,2448545.9011451574,1954369.6317789177,4188493.5291173668,6083440.919973425,2165419.343527945,2319961.571200539,1574230.0267529488,4388523.608164228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3330865.3749268,103.0 361.0 217.0 129.0 191.0 
Maltose_(1MEOX)(8TMS)_BP_RI:2749_IDENT:C+D,701304.9532587137,1029084.6179451728,2698129.3027684535,942804.2753280096,932464.4856871323,1470501.575751766,4965958.3160465835,3413382.960841218,4436462.349046912,1495481.8464210154,6825087.247177985,4982540.391128758,1859295.1700223747,2662591.067347132,2716237.9302776465,3364133.638698975,668515.1172313255,1843867.9877212099,611104.8381280691,751700.2593903946,1.1580853089439476E7,1472353.3779530437,1076088.0575470622,1175529.5178075356,906656.3981534078,4572968.292452877,3336509.554601591,2902882.2376994067,4303059.770006266,2035543.1107597877,1381965.4720552736,2387920.132545985,1071080.9870438618,4346143.49254725,7262392.518666864,5404919.831679289,103.0 117.0 361.0 217.0 204.0 
Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C,5.557682914209884E7,3.7286977274421304E7,2.406627109284235E7,1.0793090069119869E7,9240683.97366109,4422052.51412775,1.6537549731201047E7,8774276.903154194,9576324.079582432,5030124.4616619805,1.6297946098857427E7,2.0850903583036207E7,5765940.417876441,3561447.2428978155,4047396.5114235915,1.0062895495554509E7,107324.2673022104,331664.7478460652,NA,105206.89913464396,940988.6302505778,1004083.6118211701,351920.4738609102,167973.87641270558,396222.0611696846,2848079.035019925,357601.43523838924,828476.508154883,1027395.9262675091,4681712.947448971,1212586.3376752257,5631628.450633513,7185052.891601552,4593111.178459067,9395674.810733834,1.039484273232141E7,315.0 211.0 169.0 299.0 129.0 
